tag,step,value,wall_time
RecNet/train_loss,0,1.3639174699783325,1771124483.8043447
RecNet/train_loss,1,0.4964350163936615,1771124501.889427
RecNet/train_loss,2,0.36841461062431335,1771124519.1964076
RecNet/train_loss,3,0.2654532492160797,1771124536.8196115
RecNet/train_loss,4,0.2046632617712021,1771124554.6717653
RecNet/train_loss,5,0.16401658952236176,1771124574.606892
RecNet/train_loss,6,0.14429374039173126,1771124593.0297315
RecNet/train_loss,7,0.13158246874809265,1771124611.7647622
RecNet/train_loss,8,0.11939619481563568,1771124630.5791736
RecNet/train_loss,9,0.11382066458463669,1771124648.2071311
RecNet/train_loss,10,0.10397356748580933,1771124669.1106398
RecNet/train_loss,11,0.09588713198900223,1771124687.4578784
RecNet/train_loss,12,0.09060048311948776,1771124705.9203866
RecNet/train_loss,13,0.08479059487581253,1771124723.9560478
RecNet/train_loss,14,0.0832059308886528,1771124741.2015433
RecNet/train_loss,15,0.07319840043783188,1771124761.0903227
RecNet/train_loss,16,0.07075094431638718,1771124779.4617372
RecNet/train_loss,17,0.0740111917257309,1771124797.6148944
RecNet/train_loss,18,0.06928271055221558,1771124815.7685921
RecNet/train_loss,19,0.062187518924474716,1771124834.235294
RecNet/train_loss,20,0.05763620883226395,1771124854.6550496
RecNet/train_loss,21,0.05652538686990738,1771124873.0385938
RecNet/train_loss,22,0.058754440397024155,1771124891.7295005
RecNet/train_loss,23,0.051663052290678024,1771124910.215603
RecNet/train_loss,24,0.05205179750919342,1771124928.2901075
RecNet/train_loss,25,0.052837736904621124,1771124949.0712748
RecNet/train_loss,26,0.04363163933157921,1771124967.2853801
RecNet/train_loss,27,0.044543419033288956,1771124985.2373111
RecNet/train_loss,28,0.04627106711268425,1771125002.906667
RecNet/train_loss,29,0.04064943641424179,1771125020.3758595
RecNet/train_loss,30,0.04083148390054703,1771125040.3928573
RecNet/train_loss,31,0.0432441346347332,1771125058.3913019
RecNet/train_loss,32,0.036627694964408875,1771125075.9946043
RecNet/train_loss,33,0.037235889583826065,1771125094.6819098
RecNet/train_loss,34,0.03797729313373566,1771125113.120297
RecNet/train_loss,35,0.03407642990350723,1771125134.072165
RecNet/train_loss,36,0.0314028225839138,1771125152.692726
RecNet/train_loss,37,0.036832183599472046,1771125171.3219812
