tag,step,value,wall_time
RecNet/train_loss,0,1.7768187522888184,1771122249.9209318
RecNet/train_loss,1,0.5377714037895203,1771122267.576391
RecNet/train_loss,2,0.40303710103034973,1771122286.3572564
RecNet/train_loss,3,0.2847100496292114,1771122304.3317666
RecNet/train_loss,4,0.2135339230298996,1771122322.3676941
RecNet/train_loss,5,0.176804319024086,1771122340.7855856
RecNet/train_loss,6,0.15356183052062988,1771122358.6187675
RecNet/train_loss,7,0.13854098320007324,1771122376.0946681
RecNet/train_loss,8,0.1260925978422165,1771122393.9448075
RecNet/train_loss,9,0.1202475056052208,1771122412.8904214
RecNet/train_loss,10,0.10794376581907272,1771122431.1717687
RecNet/train_loss,11,0.10278947651386261,1771122449.2041495
RecNet/train_loss,12,0.09566572308540344,1771122467.1773722
RecNet/train_loss,13,0.089518241584301,1771122486.1301935
RecNet/train_loss,14,0.08320311456918716,1771122504.6364012
RecNet/train_loss,15,0.083294577896595,1771122525.4693282
RecNet/train_loss,16,0.07601041346788406,1771122543.2814817
RecNet/train_loss,17,0.07330740988254547,1771122560.331416
RecNet/train_loss,18,0.06736188381910324,1771122578.9511802
RecNet/train_loss,19,0.0663231834769249,1771122597.3881378
RecNet/train_loss,20,0.0637897402048111,1771122617.0506668
RecNet/train_loss,21,0.06086650863289833,1771122635.3030305
RecNet/train_loss,22,0.05749882385134697,1771122653.5842702
RecNet/train_loss,23,0.051887571811676025,1771122671.6333687
RecNet/train_loss,24,0.052712030708789825,1771122689.9250162
RecNet/train_loss,25,0.05364328622817993,1771122710.643741
RecNet/train_loss,26,0.04885706678032875,1771122728.4263065
RecNet/train_loss,27,0.046084627509117126,1771122746.6658752
RecNet/train_loss,28,0.04394130781292915,1771122764.89851
RecNet/train_loss,29,0.04429946094751358,1771122783.1642206
RecNet/train_loss,30,0.04529673606157303,1771122803.5803173
RecNet/train_loss,31,0.03785717859864235,1771122821.602436
RecNet/train_loss,32,0.037241097539663315,1771122839.9745386
RecNet/train_loss,33,0.04056818038225174,1771122858.408935
RecNet/train_loss,34,0.03742808476090431,1771122876.5002398
RecNet/train_loss,35,0.03385106846690178,1771122893.6209447
RecNet/train_loss,36,0.03344827890396118,1771122908.7838063
RecNet/train_loss,37,0.03623246029019356,1771122927.2226548
RecNet/train_loss,38,0.032577723264694214,1771122945.193465
RecNet/train_loss,39,0.02963262051343918,1771122962.4084463
RecNet/train_accuracy,0,84.8499984741211,1771122249.920967
RecNet/train_accuracy,1,94.87666320800781,1771122267.5764205
RecNet/train_accuracy,2,96.57833099365234,1771122286.3572865
RecNet/train_accuracy,3,97.42833709716797,1771122304.3318024
RecNet/train_accuracy,4,98.07666778564453,1771122322.3677192
RecNet/train_accuracy,5,98.4183349609375,1771122340.7856095
RecNet/train_accuracy,6,98.80166625976562,1771122358.6187923
RecNet/train_accuracy,7,98.92166900634766,1771122376.0946944
RecNet/train_accuracy,8,99.10832977294922,1771122393.9448326
RecNet/train_accuracy,9,99.12333679199219,1771122412.8904457
RecNet/train_accuracy,10,99.3066635131836,1771122431.171792
RecNet/train_accuracy,11,99.38500213623047,1771122449.2041745
RecNet/train_accuracy,12,99.46666717529297,1771122467.177397
RecNet/train_accuracy,13,99.5433349609375,1771122486.1302185
RecNet/train_accuracy,14,99.61833190917969,1771122504.636427
RecNet/train_accuracy,15,99.57499694824219,1771122525.4693525
RecNet/train_accuracy,16,99.67166900634766,1771122543.2815056
RecNet/train_accuracy,17,99.6883316040039,1771122560.331441
RecNet/train_accuracy,18,99.75499725341797,1771122578.951206
RecNet/train_accuracy,19,99.72666931152344,1771122597.388162
RecNet/train_accuracy,20,99.75499725341797,1771122617.0506907
RecNet/train_accuracy,21,99.7750015258789,1771122635.3030548
RecNet/train_accuracy,22,99.8116683959961,1771122653.5842936
RecNet/train_accuracy,23,99.87999725341797,1771122671.6333938
RecNet/train_accuracy,24,99.81999969482422,1771122689.9250402
RecNet/train_accuracy,25,99.78500366210938,1771122710.6437652
RecNet/train_accuracy,26,99.84500122070312,1771122728.4263308
RecNet/train_accuracy,27,99.87000274658203,1771122746.6658998
RecNet/train_accuracy,28,99.90166473388672,1771122764.8985343
RecNet/train_accuracy,29,99.85832977294922,1771122783.1642447
RecNet/train_accuracy,30,99.8499984741211,1771122803.5803423
RecNet/train_accuracy,31,99.93499755859375,1771122821.6024618
RecNet/train_accuracy,32,99.913330078125,1771122839.9745638
RecNet/train_accuracy,33,99.83833312988281,1771122858.4089687
RecNet/train_accuracy,34,99.90166473388672,1771122876.5002651
RecNet/train_accuracy,35,99.961669921875,1771122893.6209688
RecNet/train_accuracy,36,99.9366683959961,1771122908.7838306
RecNet/train_accuracy,37,99.87999725341797,1771122927.2226794
RecNet/train_accuracy,38,99.9383316040039,1771122945.1934893
RecNet/train_accuracy,39,99.96499633789062,1771122962.4084694
RecNet/test_accuracy_epoch,4,0.9797000288963318,1771122324.630457
